Name,Date,City ,State,Observer,Vessel,GIS Latitude,GIS Longitude,Depth (ft),Location,Region/Buoy#,Wind Spd. (knots),Air Temp (oF),SST (oF),Bottom Temp (oF),Cloud Cover,Baseline Indicator,Baseline Indicator,Baseline Indicator,Bleaching?,Severity,% bleached,Branching/Pillar,Brain,Encrusting/Mound/Boulder,Flowering/Cup,Leaf/Plate/Sheet,Fleshy,Disease?,Disease Branching/Pillar,Disease Brain,Disease Encrusting/Mound/Boulder,Disease Flowering/Cup,Disease Leaf/Plate/Sheet,Disease Fleshy,Notes,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.47149,-81.76455,30,Site BA Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Not Present,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.47724,-81.73116,30,Site X Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Not Present,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/13/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.54595,-81.42514,30,Looe Key Reef SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Other,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,White pox on APAL,,,,,,,,,,,,,,,,,,,,
William Mach,7/13/2020,Summerland Key,Florida,Education ,Brinton Environmental Center - BSA Discover,24.54612,-81.40498,10 ft or less,Looe Key Reef SPA,#11,Not Provided,Not Provided,Not Provided,Not Provided,Partly Cloudy,Fire Coral,Palythoa,None,Yes,Paling (upper surface),51-75%,Partial Bleaching,Partial Bleaching,Partial Bleaching,Not Present,Not Present,Not Present,Yes,Not Present,White Plague Disease,White Plague Disease,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Michael Kossmann,7/14/2020,Marathon,Florida,Dive Industry/Dive Shop,Captain Hooks Dive Center,24.69141,-80.95137,20,Coffins Patch SPA,Not Provided,5-10 kts,90,88,88,Partly Cloudy,Palythoa ,None,None,Yes,Partial Bleaching ,1-10%,No Stress,Paling,Paling,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,"Leafy ""blue coral"" sightings",,,,,,,,,,,,,,,,,,,,
Peter Horton,7/15/2020,Key West,Florida,Resident,Private,24.45428,-81.85773,20,Rock Key SPA,Not Provided,5-10 kts,87,87,83,Partly Cloudy,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,7/15/2020,Key West,Florida,Resident,Private,24.54258,-81.78989,10 ft or less,Casa Marina Reef,Not Provided,5-10 kts,91,87,85,Partly Cloudy,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,Not Present,No Stress,Paling,Not Present,Not Present,Not Present,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,7/15/2020,Key West,Florida,Resident,Private,24.44503,-81.92760,20,Western Dry Rocks,Not Provided,Calm,88,86,82,Partly Cloudy,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/16/2020,Big Pine Key,Florida,Research,NOVA University,25.01520,-80.37850,30,Molasses Reef SPA,#9,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/16/2020,Big Pine Key,Florida,Research,NOVA University,25.12340,-80.29703,30,Key Largo Dry Rocks SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,Yes,Paling (entire coral),1-10%,Not Provided,Not Provided,Paling,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/16/2020,Big Pine Key,Florida,Research,NOVA University,25.11190,-80.30520,30,Grecian Rocks SPA,#2,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/16/2020,Big Pine Key,Florida,Research,NOVA University,25.05240,-80.33230,30,Benwood Wreck,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,Yes,Paling (entire coral),1-10%,Not Provided,Not Provided,Bleached White,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/16/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.54204,-81.41163,77,Looe Deep,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,Not Present,No Stress,Paling,No Stress,Paling,No Stress,Yes,Not Present,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/16/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53055,-81.48723,30,Site C Outplant,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Not Present,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/16/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52659,-81.50105,30,Site Z Outplant,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,Fire Coral,Palythoa,None,Yes,Paling (entire coral),1-10%,Not Provided,Paling,Paling,Not Provided,Not Provided,Not Provided,Yes,Not Present,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
James Cohen,7/26/2020,Miami,Florida,Visitor,Private,24.93944,-80.54884,20,Hens & Chickens SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Paling (entire coral),1-10%,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/26/2020,Big Pine Key,Florida,Research,NOVA University,24.54621,-81.40374,30,Looe Key Reef SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/27/2020,Big Pine Key,Florida,Research,NOVA University,25.20945,-80.21820,30,Carysfort Reef SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/27/2020,Big Pine Key,Florida,Research,NOVA University,25.15463,-80.25995,30,The Elbow SPA ,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/27/2020,Big Pine Key,Florida,Research,NOVA University,25.12237,-80.29860,30,Key Largo Dry Rocks SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/27/2020,Big Pine Key,Florida,Research,NOVA University,25.10892,-80.30610,20,Grecian Rocks SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,7/27/2020,Big Pine Key,Florida,Research,NOVA University,25.00918,-80.37390,30,Molasses Reef SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Alex Wagner,7/27/2020,Summerland Key,Florida,Education ,Brinton Environmental Center - BSA Discover,24.32761,-81.24328,20,Looe Key Reef SPA,Not Provided,5-10 kts,84,86,Not Provided,Mostly Cloudy,Fire Coral,None,None,Yes,Paling (upper surface),31-50%,Paling,Paling,Paling,Not Present,Not Present,Not Present,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,White band and yellow band disease observed mostly on the corals,,,,,,,,,,,,,,,,,,,,
William Mach,7/27/2020,Summerland Key,Florida,Education ,Brinton Environmental Center - BSA Discover,24.32761,-81.24328,20,Looe Key Reef SPA,#11,5-10 kts,84,86,Not Provided,Mostly Cloudy,Fire Coral,None,None,Yes,Paling (upper surface),11-30%,Paling,Paling,Paling,Not Present,Not Present,Not Present,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,White band and yellow band disease,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/28/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.54641,-81.40275,20,Looe Key Reef SPA,#4,10-15 kts,Not Provided,Not Provided,Not Provided,Partly Cloudy,Fire Coral,Palythoa,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,Paling,Paling,No Stress,Yes,Not Provided,"Black Band Disease, Stony Coral Tissue Loss (SCTLD)","Black Band Disease, Stony Coral Tissue Loss (SCTLD)",Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/28/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.55234,-81.43745,20,Hasluns Reef,Not Provided,10-15 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,No Stress,No Stress,No Stress,Yes,Not Present,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/28/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52275,-81.52003,30,American Shoals,Not Provided,10-15 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/28/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.90695,-80.62761,20,Cheeca Rocks SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Partial Bleaching ,11-30%,No Stress,Paling,Partial Bleaching,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Erich Bartels,7/29/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52766,-81.49779,30,Site Z Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Erich Bartels,7/29/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.54070,-81.44387,30,Site U Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Erich Bartels,7/29/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53116,-81.48455,30,Site C Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/30/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.61286,-81.39307,20,Newfound Harbor SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Paling (entire coral),11-30%,Not Present,Paling,Paling,Not Present,Paling,Not Present,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/30/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.55128,-81.38992,20,Site H Outplant,Not Provided,10-15 kts,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,Palythoa,None,Yes,Paling (entire coral),1-10%,No Stress,No Stress,Paling,No Stress,No Stress,No Stress,Yes,Not Present,Not Present,Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,7/30/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.55232,-81.38223,30,Site B Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,No Stress,Paling,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/2/2020,Big Pine Key,Florida,Research,NOVA University,24.61405,-81.39243,20,Cheeca Rocks SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Partial Bleaching ,11-30%,Not Provided,Partial Bleaching,Partial Bleaching,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/2/2020,Big Pine Key,Florida,Research,NOVA University,24.93398,-80.54890,20,Hens & Chickens SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Partial Bleaching ,11-30%,Not Provided,Partial Bleaching,Partial Bleaching,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/2/2020,Big Pine Key,Florida,Research,NOVA University,24.99185,-80.40872,30,Pickles Reef,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,8/2/2020,Key West,Florida,Resident,Private,24.45425,-81.85738,30,Rock Key SPA,Not Provided,5-10 kts,87,85,78,Partly Cloudy,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,8/2/2020,Key West,Florida,Resident,Private,24.54238,-81.78955,10 ft or less,Casa Marine Reef,Not Provided,5-10 kts,90,84,80,Partly Cloudy,Not Provided,Not Provided,Not Provided,Yes,Paling (entire coral),1-10%,Not Provided,Not Provided,Paling,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,8/2/2020,Key West,Florida,Resident,Private,24.44458,-81.92696,30,Western Dry Rocks,Not Provided,5-10 kts,86,85,79,Partly Cloudy,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Marcia J Goldberg,8/3/2020,Islamorada,Florida,Dive Industry/Dive Shop,Looe Key Divers,24.54686,-81.40272,30,Looe Key Reef SPA,#5,5-10 kts,90,87,87,Clear,None,None,None,Yes,Partial Bleaching ,31-50%,Not Present,Partial Bleaching,Paling,Not Present,Not Present,Not Present,Yes,Not Present,Stony Coral Tissue Loss (SCTLD),Black Band Disease,Not Present,Not Present,Not Present,"I wasn't officially diving to survey, so my details are sketchy. I wasn't looking for all types of corals, hence, I just marked ""not present"" for those I didn't notice. I saw some remarkable boulder & brain corals, so I thought I'd send info. on them. I've already sent photo updates to seafan.net on their tagged corals.",,,,,,,,,,,,,,,,,,,,
Karen Neely,8/3/2020,Big Pine Key,Florida,Research,NOVA University,24.54462,-81.40714,20,Looe Key Reef SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,8/3/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.45168,-81.88617,30,Site BB Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Not Present,Not Present,Stony Coral Tissue Loss (SCTLD),Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,8/3/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.47404,-81.74234,30,Marker 32,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Erich Bartels,8/3/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.54045,-81.44542,30,Site U Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Erich Bartels,8/3/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52740,-81.49897,30,Site Z Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Samantha Simpson,8/4/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.45226,-81.87573,30,Sand Key SPA,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,Yes,Paling (upper surface),31-50%,No Stress,No Stress,Partial Bleaching,No Stress,Not Present,Not Present,Yes,Not Provided,Not Provided,"Stony Coral Tissue Loss (SCTLD), Other",Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Samantha Simpson,8/5/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53454,-81.61853,20,Maryland Shoals Rock Pile,Not Provided,5-10 kts,84,Not Provided,Not Provided,Partly Cloudy,Fire Coral,None,None,Yes,Paling (upper surface),31-50%,Not Present,No Stress,Paling,Not Present,Not Present,No Stress,No,Not Present,Not Provided,Not Provided,Not Present,Not Present,Not Provided,maybe yellow band,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/5/2020,Big Pine Key,Florida,Research,NOVA University,24.61407,-81.39234,10 ft or less,Newfound Harbor SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Partial Bleaching ,11-30%,Not Provided,Partial Bleaching,Partial Bleaching,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,8/6/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.51851,-81.54061,30,Site AB Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Not Provided,Stony Coral Tissue Loss (SCTLD),Stony Coral Tissue Loss (SCTLD),Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Erich Bartels,8/6/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.54609,-81.40576,20,Looe Key Reef SPA,#10,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,8/7/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53021,-81.48864,30,Site C Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,8/7/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53327,-81.46967,30,Site AA Outplant,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,Palythoa,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/8/2020,Big Pine Key,Florida,Research,NOVA University,24.68977,-81.03049,20,Dustan Rocks ,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Partial Bleaching ,11-30%,Not Provided,Partial Bleaching,Partial Bleaching,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,8/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.45889,-81.84602,30,Eastern Dry Rocks SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/11/2020,Big Pine Key,Florida,Research,NOVA University,24.45198,-81.87722,20,Sand Key SPA,#11,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/11/2020,Big Pine Key,Florida,Research,NOVA University,24.45693,-81.89722,30,Sand Key SPA,North,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/11/2020,Big Pine Key,Florida,Research,NOVA University,24.47902,-82.10598,30,Sand Key SPA,#20,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/11/2020,Big Pine Key,Florida,Research,NOVA University,24.47514,-82.09686,30,Sand Key SPA,#19,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Paling (entire coral),1-10%,Not Provided,Paling,Paling,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/11/2020,Big Pine Key,Florida,Research,NOVA University,24.46508,-81.98427,30,Sand Key SPA,#18,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/11/2020,Big Pine Key,Florida,Research,NOVA University,24.46659,-81.98090,30,Sand Key SPA,#17,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
